Provincia,Partido,Localidad,Link Indec,HASTA 512 kbps,+ 512 Kbps - 2 Mbps,+ 2 Kbps - 6 Mbps,+ 6 Kbps - 13 Mbps,+ 13 Kbps - 20 Mbps,+ 20 Kbps - 40 Mbps,+ 40 Kbps - 60 Mbps,+ 60 Kbps - 80 Mbps,+ 80 Kbps - 100 Mbps,Total
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,2,19,403,4577,1019,307,0,9,0,6336
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,0,0,45,13,0,0,0,0,0,58
BUENOS AIRES,25 de Mayo,Del Valle,6854020,1,0,181,10,0,0,0,0,0,192
BUENOS AIRES,25 de Mayo,Ernestina,6854030,0,0,66,0,0,0,0,0,0,66
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0,106,69,5,0,0,0,1,0,181
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0,0,6,0,0,0,0,0,0,6
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,161,944,1,141,34,1,0,0,1282
BUENOS AIRES,25 de Mayo,Pedernales,6854070,0,0,570,2,3,0,0,0,0,575
BUENOS AIRES,25 de Mayo,San Enrique,6854080,0,0,85,18,0,0,0,0,0,103
BUENOS AIRES,25 de Mayo,Valdés,6854090,0,0,33,133,0,0,0,0,0,166
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,0,11,0,0,0,0,0,0,11
BUENOS AIRES,9 de Julio,9 de Julio,6588100,1,9,5408,3040,2105,442,1816,0,1343,14164
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,0,0,510,0,0,0,0,0,0,510
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,8,318,52,0,0,0,0,0,378
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,0,200,1,2,0,0,0,0,0,203
BUENOS AIRES,9 de Julio,Patricios,6588110,0,0,16,41,19,0,0,0,0,76
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0,0,62,33,26,9,0,0,0,130
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,0,0,813,139,1231,267,0,31,3,2484
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,198,0,0,0,0,0,0,198
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,58,0,0,0,0,0,0,58
BUENOS AIRES,Adolfo Alsina,Maza,6007070,12,0,386,6,2,0,0,0,0,406
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,1155,23,24,0,0,0,1202
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,0,3,147,570,1045,44,1,0,0,1810
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,661,28,0,0,0,0,0,689
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0,0,45,0,0,0,0,0,0,45
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,0,14,0,0,0,0,0,0,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0,6,47,126,302,0,0,0,1,482
BUENOS AIRES,Alberti,Mechita,6021030,0,0,285,0,0,0,0,0,0,285
BUENOS AIRES,Almirante Brown,Adrogué,6028010,12,66,90,472,268,11766,3426,235,3360,19695
BUENOS AIRES,Almirante Brown,Burzaco,6028010,61,129,269,1184,88,11564,5320,885,5258,24758
BUENOS AIRES,Almirante Brown,Claypole,6028010,0,9,54,470,26,4177,2542,459,2381,10118
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,0,1,412,0,35,1845,420,1166,3879
BUENOS AIRES,Almirante Brown,Glew,6028010,6,27,75,358,17,11843,3377,752,1520,17975
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,1,21,479,48,1460,2407,355,2432,7203
BUENOS AIRES,Almirante Brown,Longchamps,6028010,2,3,30,655,17,7521,3319,654,2863,15064
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,3,43,152,7,35,1874,323,1729,4167
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,0,0,4,298,0,4107,1320,267,820,6816
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,3,39,525,696,10,10029,3534,650,3221,18707
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,2,13,179,129,18,3244,1463,284,1278,6610
BUENOS AIRES,Almirante Brown,San Jose,6028010,3,1,130,516,60,36,3428,686,2341,7201
BUENOS AIRES,AMBA,Otros,Sin Datos,13,0,0,0,0,0,0,0,0,13
BUENOS AIRES,Arrecifes,Arrecifes,6077010,2,418,1694,292,3824,8,1513,0,567,8318
BUENOS AIRES,Arrecifes,Todd,6077020,0,0,0,92,138,0,61,0,13,304
BUENOS AIRES,Arrecifes,Viña,6077030,0,0,110,0,0,0,0,0,0,110
BUENOS AIRES,Avellaneda,Avellaneda,6035010,37,89,374,752,977,3044,5131,197,4193,14794
BUENOS AIRES,Avellaneda,Crucesita,6035010,0,2,28,209,82,108,3655,130,2438,6652
BUENOS AIRES,Avellaneda,Dock Sud,6035010,3,11,286,62,289,29,1514,57,615,2866
BUENOS AIRES,Avellaneda,Gerli,6035010,1,4,2,469,40,98,5230,196,3060,9100
BUENOS AIRES,Avellaneda,Pineyro,6035010,5,10,12,345,55,119,3504,170,2824,7044
BUENOS AIRES,Avellaneda,Sarandí,6035010,17,45,260,637,1816,3581,9480,313,5422,21571
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,5,23,201,522,139,153,8502,424,4075,14044
BUENOS AIRES,Avellaneda,Wilde,6035010,7,42,133,986,1843,3275,11479,443,6528,24736
BUENOS AIRES,Ayacucho,Ayacucho,6042010,0,126,129,752,1202,3,0,0,0,2212
BUENOS AIRES,Ayacucho,La Constancia,6042020,0,10,0,0,0,0,0,0,0,10
BUENOS AIRES,Ayacucho,Solanet,6042030,0,27,0,0,0,0,0,0,0,27
BUENOS AIRES,Ayacucho,Udaquiola,6042040,1,45,0,0,0,0,0,0,0,46
BUENOS AIRES,Azul,Azul,6049020,23,1045,886,1191,883,556,7027,0,5294,16905
BUENOS AIRES,Azul,Cacharí,6049030,0,458,61,1,1,0,0,0,0,521
BUENOS AIRES,Azul,Chillar,6049040,1,8,553,0,0,0,0,0,0,562
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,41,417,3164,3425,1940,2943,50490,0,52040,114460
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,2,0,163,0,0,0,0,0,0,165
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,0,2,44,52,308,28,767,0,602,1803
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,4,0,0,0,0,0,0,0,1,5
BUENOS AIRES,Balcarce,Balcarce,6063010,10,122,639,1096,642,175,7423,0,3230,13337
BUENOS AIRES,Balcarce,Los Pinos,6063020,5,5,17,12,0,0,0,0,0,39
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,38,23,27,0,0,0,0,0,88
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,8,0,0,0,0,0,0,0,8
BUENOS AIRES,Balcarce,San Agustín,6063050,24,8,25,18,0,0,0,0,0,75
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,1,16,13,4,0,0,0,0,34
BUENOS AIRES,Baradero,Baradero,6070010,1,53,1699,857,123,225,4229,0,2176,9363
BUENOS AIRES,Baradero,Irineo Portela,6070020,1,0,76,1,0,0,0,0,0,78
BUENOS AIRES,Baradero,Santa Coloma,6070030,0,0,53,0,0,0,0,0,0,53
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,0,0,166,92,19,0,0,0,0,277
BUENOS AIRES,Benito Juárez,Barker,6084010,2,20,78,0,0,0,0,0,0,100
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,5,0,59,488,914,32,0,0,0,1498
BUENOS AIRES,Benito Juárez,López,6084030,0,0,12,9,0,0,0,0,0,21
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,1,93,24,0,0,0,0,0,0,118
BUENOS AIRES,Berazategui,Berazategui,6091010,19,50,153,837,1541,6607,18859,945,10267,39278
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,11,3,58,22,103,0,11349,6,3343,14895
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,0,0,3,46,8,194,1473,91,819,2634
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,0,13,1978,74,17,1,632,86,180,2981
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2,6,35,292,67,2434,7097,394,3477,13804
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,0,20,127,139,357,21,2912,72,1605,5253
BUENOS AIRES,Berazategui,Pereyra,6091010,0,0,4,3,4,320,108,0,92,531
BUENOS AIRES,Berazategui,Plátanos,6091010,3,1,2,59,7,4,2214,157,1008,3455
BUENOS AIRES,Berazategui,Ranelagh,6091010,1,11,68,114,51,5780,2005,171,1347,9548
BUENOS AIRES,Berazategui,Villa España,6091010,1,0,0,85,2,11,1839,75,927,2940
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170,0,28,12,129,20,8,0,15,382
BUENOS AIRES,Berisso,Berisso,6098010,10,134,1858,1558,1284,5759,6193,0,5402,22198
BUENOS AIRES,Berisso,Villa Arguello,6098010,172,0,28,10,129,20,8,0,15,382
BUENOS AIRES,Berisso,Villa Nueva,6098010,172,0,28,10,129,20,8,0,15,382
BUENOS AIRES,Berisso,Villa Progreso,6098010,167,0,28,10,131,21,9,0,16,382
BUENOS AIRES,Bolívar,Hale,6105010,0,0,0,10,0,0,0,0,0,10
BUENOS AIRES,Bolívar,Otros,Sin Datos,0,0,1,0,0,1,0,0,0,2
BUENOS AIRES,Bolívar,Paula,6105040,1,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Bolívar,Pirovano,6105050,50,0,45,0,0,0,0,0,0,95
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,0,13,353,548,474,181,3437,0,1260,6266
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,71,0,0,2,0,0,0,73
BUENOS AIRES,Bragado,Bragado,6112010,0,109,269,395,298,263,2282,0,1445,5061
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,198,22,0,0,0,2,0,222
BUENOS AIRES,Bragado,General O'Brien,6112030,0,321,114,0,0,0,0,0,0,435
BUENOS AIRES,Bragado,Irala,6112040,0,0,25,0,0,0,0,0,0,25
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,0,0,33,0,0,0,0,0,0,33
BUENOS AIRES,Bragado,Olascoaga,6112080,0,0,27,3,0,0,9,0,0,39
BUENOS AIRES,Bragado,Warnes,6112090,0,0,151,0,0,0,0,0,0,151
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3,39,507,1330,1059,943,124,92,333,4430
BUENOS AIRES,Brandsen,Jeppener,6119070,7,68,422,179,1,1,0,0,0,678
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,35,0,0,0,0,0,0,17,52
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0,40,0,0,0,0,0,0,0,40
BUENOS AIRES,Campana,Campana,6126030,286,168,853,1340,441,374,13068,366,9993,26889
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0,41,0,0,0,0,0,0,0,41
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0,0,0,3,0,1,16,2,17,39
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,2,16,106,107,54,26,345,24,287,967
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0,0,0,48,0,0,0,0,0,48
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0,5,0,0,0,0,0,0,0,5
BUENOS AIRES,Cañuelas,Cañuelas,6134030,3,19,305,943,2045,142,3412,7,2097,8973
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0,0,0,20,0,0,0,0,0,20
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,1,0,106,269,1,10,898,219,756,2260
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,2,0,115,118,0,0,0,0,0,235
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,0,392,11,24,56,0,0,0,0,483
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,0,7,55,54,136,0,0,0,0,252
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,0,0,110,540,127,279,2832,0,358,4246
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0,0,44,0,0,0,0,0,0,44
BUENOS AIRES,Carlos Casares,Cadret,6147020,0,5,18,26,0,0,0,0,0,49
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1,70,1290,1772,765,239,514,0,692,5343
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0,1,0,0,0,0,0,0,0,1
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0,0,20,27,0,0,0,0,0,47
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0,0,152,0,0,0,0,0,0,152
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0,1,17,26,0,0,0,0,0,44
BUENOS AIRES,Carlos Casares,Smith,6147100,0,0,191,0,0,0,0,0,0,191
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,210,571,958,8,0,0,0,0,1748
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0,77,0,0,4,0,0,0,0,81
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0,0,16,0,0,0,0,0,0,16
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0,61,0,0,0,0,0,0,0,61
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,1,198,0,0,0,0,0,0,0,199
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,0,3,949,115,233,46,1297,3,322,2968
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0,0,31,0,0,0,0,0,0,31
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0,0,107,0,0,0,0,0,0,107
BUENOS AIRES,Castelli,Castelli,6168010,2,278,683,413,240,662,41,0,8,2327
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,11,23,1,5,9,0,0,0,49
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0,0,0,0,0,7,0,0,0,7
BUENOS AIRES,Chacabuco,Castilla,6210010,0,0,269,5,0,0,0,0,0,274
BUENOS AIRES,Chacabuco,Chacabuco,6210020,0,23,229,609,356,325,5469,0,3678,10689
BUENOS AIRES,Chacabuco,O'Higgins,6210040,0,0,161,0,0,0,0,0,0,161
BUENOS AIRES,Chacabuco,Rawson,6210050,0,133,267,101,23,8,0,0,0,532
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,83,27,20,0,1,0,0,131
BUENOS AIRES,Chascomús,Chascomús,6217010,2,355,1737,1346,1334,187,4147,0,3074,12182
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,248,77,1770,81,91,0,0,0,0,2267
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,5,939,988,2486,728,328,4820,0,4294,14588
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,0,55,1,0,0,0,0,0,0,56
BUENOS AIRES,Chivilcoy,La Rica,6224040,0,0,31,48,8,1,0,0,0,88
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,0,329,30,7,1,0,0,0,367
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,0,0,13,23,4,2,0,0,0,42
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,0,0,41,7,3,1,0,0,0,52
BUENOS AIRES,Colón,Colón,6175010,2414,4,2397,308,717,142,1083,0,409,7474
BUENOS AIRES,Colón,Pearson,6175030,0,0,63,6,0,0,0,0,0,69
BUENOS AIRES,Colón,Sarasa,6175040,0,0,15,0,0,0,0,0,0,15
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0,21,47,3,0,0,0,0,0,71
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,1,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0,19,38,5,0,0,0,0,0,62
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,6,81,412,310,204,165,17234,0,2546,20958
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0,10,0,0,0,0,0,0,0,10
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,4,0,0,317,21,0,0,0,0,342
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,0,0,32,156,160,54,775,0,254,1431
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0,0,5,0,0,0,0,0,0,5
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,2,17,0,576,38,1,0,0,0,634
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,6,15,1783,504,391,7,8,0,0,2714
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,3,0,24,0,0,0,0,27
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,5,13,160,2307,302,484,1852,0,466,5589
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,41,0,379,1382,49,60,0,0,1911
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0,0,0,0,48,0,0,0,0,48
BUENOS AIRES,Coronel Suárez,San José,6203070,0,0,0,534,163,1,46,0,6,750
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0,0,0,338,120,0,22,0,1,481
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,1,0,0,412,134,3,57,0,7,614
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,2,0,0,98,53,22,1,0,0,176
BUENOS AIRES,Daireaux,Daireaux,6231030,0,4,286,396,183,0,0,0,0,869
BUENOS AIRES,Daireaux,Salazar,6231060,0,0,79,0,0,0,0,0,0,79
